executive_order_id,pdf_url,citation,start_page,end_page,title,signing_date,publication_date,president
14202,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02611.pdf,90 FR 9365,9365,9368,Eradicating Anti-Christian Bias,2025-02-06,02/12/2025,Donald Trump
14203,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02612.pdf,90 FR 9369,9369,9373,Imposing Sanctions on the International Criminal Court,2025-02-06,02/12/2025,Donald Trump
14204,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02630.pdf,90 FR 9497,9497,9498,Addressing Egregious Actions of the Republic of South Africa,2025-02-07,02/12/2025,Donald Trump
14205,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02635.pdf,90 FR 9499,9499,9501,Establishment of the White House Faith Office,2025-02-07,02/12/2025,Donald Trump
14206,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02636.pdf,90 FR 9503,9503,9504,Protecting Second Amendment Rights,2025-02-07,02/12/2025,Donald Trump
14201,https://www.govinfo.gov/content/pkg/FR-2025-02-11/pdf/2025-02513.pdf,90 FR 9279,9279,9281,Keeping Men Out of Women's Sports,2025-02-05,02/11/2025,Donald Trump
14200,https://www.govinfo.gov/content/pkg/FR-2025-02-11/pdf/2025-02512.pdf,90 FR 9277,9277,9278,Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,2025-02-05,02/11/2025,Donald Trump
14196,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02477.pdf,90 FR 9181,9181,9182,A Plan for Establishing a United States Sovereign Wealth Fund,2025-02-03,02/10/2025,Donald Trump
14199,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02504.pdf,90 FR 9275,9275,9276,Withdrawing the United States From and Ending Funding to Certain United Nations Organizations and Reviewing United States Support to All International Organizations,2025-02-04,02/10/2025,Donald Trump
14197,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02478.pdf,90 FR 9183,9183,9184,Progress on the Situation at Our Northern Border,2025-02-03,02/10/2025,Donald Trump
14198,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02479.pdf,90 FR 9185,9185,9186,Progress on the Situation at Our Southern Border,2025-02-03,02/10/2025,Donald Trump
14193,https://www.govinfo.gov/content/pkg/FR-2025-02-07/pdf/2025-02406.pdf,90 FR 9113,9113,9116,Imposing Duties To Address the Flow of Illicit Drugs Across Our Northern Border,2025-02-01,02/07/2025,Donald Trump
14194,https://www.govinfo.gov/content/pkg/FR-2025-02-07/pdf/2025-02407.pdf,90 FR 9117,9117,9120,Imposing Duties To Address the Situation at Our Southern Border,2025-02-01,02/07/2025,Donald Trump
14195,https://www.govinfo.gov/content/pkg/FR-2025-02-07/pdf/2025-02408.pdf,90 FR 9121,9121,9124,Imposing Duties To Address the Synthetic Opioid Supply Chain in the People's Republic of China,2025-02-01,02/07/2025,Donald Trump
14192,https://www.govinfo.gov/content/pkg/FR-2025-02-06/pdf/2025-02345.pdf,90 FR 9065,9065,9067,Unleashing Prosperity Through Deregulation,2025-01-31,02/06/2025,Donald Trump
14190,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02232.pdf,90 FR 8853,8853,8857,Ending Radical Indoctrination in K-12 Schooling,2025-01-29,02/03/2025,Donald Trump
14183,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02178.pdf,90 FR 8757,8757,8759,Prioritizing Military Excellence and Readiness,2025-01-27,02/03/2025,Donald Trump
14185,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02181.pdf,90 FR 8763,8763,8765,Restoring America's Fighting Force,2025-01-27,02/03/2025,Donald Trump
14188,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02230.pdf,90 FR 8847,8847,8848,Additional Measures To Combat Anti-Semitism,2025-01-29,02/03/2025,Donald Trump
14189,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02231.pdf,90 FR 8849,8849,8851,Celebrating America's 250th Birthday,2025-01-29,02/03/2025,Donald Trump
14184,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02180.pdf,90 FR 8761,8761,8762,Reinstating Service Members Discharged Under the Military's COVID-19 Vaccination Mandate,2025-01-27,02/03/2025,Donald Trump
14186,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02182.pdf,90 FR 8767,8767,8769,The Iron Dome for America,2025-01-27,02/03/2025,Donald Trump
14187,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02194.pdf,90 FR 8771,8771,8773,Protecting Children From Chemical and Surgical Mutilation,2025-01-28,02/03/2025,Donald Trump
14191,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02233.pdf,90 FR 8859,8859,8860,Expanding Educational Freedom and Opportunity for Families,2025-01-29,02/03/2025,Donald Trump
14171,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02095.pdf,90 FR 8625,8625,8627,Restoring Accountability to Policy-Influencing Positions Within the Federal Workforce,2025-01-20,01/31/2025,Donald Trump
14173,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02097.pdf,90 FR 8633,8633,8636,Ending Illegal Discrimination and Restoring Merit-Based Opportunity,2025-01-21,01/31/2025,Donald Trump
14177,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02121.pdf,90 FR 8643,8643,8645,President's Council of Advisors on Science and Technology,2025-01-23,01/31/2025,Donald Trump
14178,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02123.pdf,90 FR 8647,8647,8650,Strengthening American Leadership in Digital Financial Technology,2025-01-23,01/31/2025,Donald Trump
14182,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02175.pdf,90 FR 8751,8751,8752,Enforcing the Hyde Amendment,2025-01-24,01/31/2025,Donald Trump
14172,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02096.pdf,90 FR 8629,8629,8631,Restoring Names That Honor American Greatness,2025-01-20,01/31/2025,Donald Trump
14174,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02098.pdf,90 FR 8637,8637,8637,Revocation of Certain Executive Orders,2025-01-21,01/31/2025,Donald Trump
14175,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02103.pdf,90 FR 8639,8639,8640,Designation of Ansar Allah as a Foreign Terrorist Organization,2025-01-22,01/31/2025,Donald Trump
14176,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02116.pdf,90 FR 8641,8641,8642,"Declassification of Records Concerning the Assassinations of President John F. Kennedy, Senator Robert F. Kennedy, and the Reverend Dr. Martin Luther King, Jr.",2025-01-23,01/31/2025,Donald Trump
14179,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02172.pdf,90 FR 8741,8741,8742,Removing Barriers to American Leadership in Artificial Intelligence,2025-01-23,01/31/2025,Donald Trump
14180,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02173.pdf,90 FR 8743,8743,8745,Council To Assess the Federal Emergency Management Agency,2025-01-24,01/31/2025,Donald Trump
14181,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02174.pdf,90 FR 8747,8747,8750,Emergency Measures To Provide Water Resources in California and Improve Disaster Response in Certain Areas,2025-01-24,01/31/2025,Donald Trump
14168,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02090.pdf,90 FR 8615,8615,8618,Defending Women From Gender Ideology Extremism and Restoring Biological Truth to the Federal Government,2025-01-20,01/30/2025,Donald Trump
14161,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02009.pdf,90 FR 8451,8451,8453,Protecting the United States From Foreign Terrorists and Other National Security and Public Safety Threats,2025-01-20,01/30/2025,Donald Trump
14162,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02010.pdf,90 FR 8455,8455,8457,Putting America First in International Environmental Agreements,2025-01-20,01/30/2025,Donald Trump
14164,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02012.pdf,90 FR 8463,8463,8465,Restoring the Death Penalty and Protecting Public Safety,2025-01-20,01/30/2025,Donald Trump
14165,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02015.pdf,90 FR 8467,8467,8469,Securing Our Borders,2025-01-20,01/30/2025,Donald Trump
14166,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02087.pdf,90 FR 8611,8611,8612,Application of Protecting Americans From Foreign Adversary Controlled Applications Act to TikTok,2025-01-20,01/30/2025,Donald Trump
14167,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02089.pdf,90 FR 8613,8613,8614,Clarifying the Military's Role in Protecting the Territorial Integrity of the United States,2025-01-20,01/30/2025,Donald Trump
14169,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02091.pdf,90 FR 8619,8619,8620,Reevaluating and Realigning United States Foreign Aid,2025-01-20,01/30/2025,Donald Trump
14163,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02011.pdf,90 FR 8459,8459,8461,Realigning the United States Refugee Admissions Program,2025-01-20,01/30/2025,Donald Trump
14170,https://www.govinfo.gov/content/pkg/FR-2025-01-30/pdf/2025-02094.pdf,90 FR 8621,8621,8623,Reforming the Federal Hiring Process and Restoring Merit to Government Service,2025-01-20,01/30/2025,Donald Trump
14154,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-01956.pdf,90 FR 8353,8353,8359,Unleashing American Energy,2025-01-20,01/29/2025,Donald Trump
14155,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-01957.pdf,90 FR 8361,8361,8362,Withdrawing the United States From the World Health Organization,2025-01-20,01/29/2025,Donald Trump
14159,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-02006.pdf,90 FR 8443,8443,8448,Protecting the American People Against Invasion,2025-01-20,01/29/2025,Donald Trump
14151,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-01953.pdf,90 FR 8339,8339,8341,Ending Radical and Wasteful Government DEI Programs and Preferencing,2025-01-20,01/29/2025,Donald Trump
14152,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-01954.pdf,90 FR 8343,8343,8346,Holding Former Government Officials Accountable for Election Interference and Improper Disclosure of Sensitive Governmental Information,2025-01-20,01/29/2025,Donald Trump
14153,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-01955.pdf,90 FR 8347,8347,8351,Unleashing Alaska's Extraordinary Resource Potential,2025-01-20,01/29/2025,Donald Trump
14160,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-02007.pdf,90 FR 8449,8449,8450,Protecting the Meaning and Value of American Citizenship,2025-01-20,01/29/2025,Donald Trump
14150,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-01952.pdf,90 FR 8337,8337,8337,America First Policy Directive to the Secretary of State,2025-01-20,01/29/2025,Donald Trump
14156,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-02003.pdf,90 FR 8433,8433,8437,Declaring a National Energy Emergency,2025-01-20,01/29/2025,Donald Trump
14157,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-02004.pdf,90 FR 8439,8439,8440,Designating Cartels and Other Organizations as Foreign Terrorist Organizations and Specially Designated Global Terrorists,2025-01-20,01/29/2025,Donald Trump
14158,https://www.govinfo.gov/content/pkg/FR-2025-01-29/pdf/2025-02005.pdf,90 FR 8441,8441,8442,"Establishing and Implementing the President's ""Department of Government Efficiency""",2025-01-20,01/29/2025,Donald Trump
14147,https://www.govinfo.gov/content/pkg/FR-2025-01-28/pdf/2025-01900.pdf,90 FR 8235,8235,8236,Ending the Weaponization of the Federal Government,2025-01-20,01/28/2025,Donald Trump
14148,https://www.govinfo.gov/content/pkg/FR-2025-01-28/pdf/2025-01901.pdf,90 FR 8237,8237,8241,Initial Rescissions of Harmful Executive Orders and Actions,2025-01-20,01/28/2025,Donald Trump
14149,https://www.govinfo.gov/content/pkg/FR-2025-01-28/pdf/2025-01902.pdf,90 FR 8243,8243,8244,Restoring Freedom of Speech and Ending Federal Censorship,2025-01-20,01/28/2025,Donald Trump
13982,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01712.pdf,86 FR 6833,6833,6834,Care of Veterans With Service in Uzbekistan,2021-01-19,01/25/2021,Donald Trump
13983,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01713.pdf,86 FR 6835,6835,6835,Revocation of Executive Order 13770,2021-01-19,01/25/2021,Donald Trump
13984,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01714.pdf,86 FR 6837,6837,6842,Taking Additional Steps To Address the National Emergency With Respect to Significant Malicious Cyber- Enabled Activities,2021-01-19,01/25/2021,Donald Trump
13977,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01635.pdf,86 FR 6803,6803,6806,"Protecting Law Enforcement Officers, Judges, Prosecutors, and Their Families",2021-01-18,01/22/2021,Donald Trump
13979,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01644.pdf,86 FR 6813,6813,6815,Ensuring Democratic Accountability in Agency Rulemaking,2021-01-18,01/22/2021,Donald Trump
13980,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01645.pdf,86 FR 6817,6817,6820,Protecting Americans From Overcriminalization Through Regulatory Reform,2021-01-18,01/22/2021,Donald Trump
13981,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01646.pdf,86 FR 6821,6821,6823,Protecting the United States From Certain Unmanned Aircraft Systems,2021-01-18,01/22/2021,Donald Trump
13978,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01643.pdf,86 FR 6809,6809,6812,Building the National Garden of American Heroes,2021-01-18,01/22/2021,Donald Trump
13976,https://www.govinfo.gov/content/pkg/FR-2021-01-21/pdf/2021-01476.pdf,86 FR 6549,6549,6552,Establishing the Wildland Fire Management Policy Committee,2021-01-14,01/21/2021,Donald Trump
13975,https://www.govinfo.gov/content/pkg/FR-2021-01-21/pdf/2021-01469.pdf,86 FR 6547,6547,6548,Encouraging Buy American Policies for the United States Postal Service,2021-01-14,01/21/2021,Donald Trump
13974,https://www.govinfo.gov/content/pkg/FR-2021-01-19/pdf/2021-01228.pdf,86 FR 4875,4875,4876,Amending Executive Order 13959Addressing the Threat From Securities Investments That Finance Communist Chinese Military Companies,2021-01-13,01/19/2021,Donald Trump
13973,https://www.govinfo.gov/content/pkg/FR-2021-01-15/pdf/2021-01094.pdf,86 FR 3733,3733,3734,Providing an Order of Succession Within the Environmental Protection Agency,2021-01-08,01/15/2021,Donald Trump
13972,https://www.govinfo.gov/content/pkg/FR-2021-01-14/pdf/2021-01013.pdf,86 FR 3727,3727,3731,Promoting Small Modular Reactors for National Defense and Space Exploration,2021-01-05,01/14/2021,Donald Trump
13971,https://www.govinfo.gov/content/pkg/FR-2021-01-08/pdf/2021-00305.pdf,86 FR 1249,1249,1251,Addressing the Threat Posed by Applications and Other Software Developed or Controlled by Chinese Companies,2021-01-05,01/08/2021,Donald Trump
13970,https://www.govinfo.gov/content/pkg/FR-2021-01-06/pdf/2021-00040.pdf,86 FR 421,421,433,Adjustments of Certain Rates of Pay,2020-12-31,01/06/2021,Donald Trump
13969,https://www.govinfo.gov/content/pkg/FR-2021-01-04/pdf/2020-29235.pdf,86 FR 219,219,221,Expanding Educational Opportunity Through School Choice,2020-12-28,01/04/2021,Donald Trump
13967,https://www.govinfo.gov/content/pkg/FR-2020-12-23/pdf/2020-28605.pdf,85 FR 83739,83739,83744,Promoting Beautiful Federal Civic Architecture,2020-12-18,12/23/2020,Donald Trump
13968,https://www.govinfo.gov/content/pkg/FR-2020-12-23/pdf/2020-28606.pdf,85 FR 83745,83745,83746,Promoting Redemption of Savings Bonds,2020-12-18,12/23/2020,Donald Trump
13966,https://www.govinfo.gov/content/pkg/FR-2020-12-17/pdf/2020-27948.pdf,85 FR 81777,81777,81780,Increasing Economic and Geographic Mobility,2020-12-14,12/17/2020,Donald Trump
13965,https://www.govinfo.gov/content/pkg/FR-2020-12-16/pdf/2020-27807.pdf,85 FR 81337,81337,81338,"Providing for the Closing of Executive Departments and Agencies of the Federal Government on December 24, 2020",2020-12-11,12/16/2020,Donald Trump
13963,https://www.govinfo.gov/content/pkg/FR-2020-12-15/pdf/2020-27739.pdf,85 FR 81331,81331,81332,Providing an Order of Succession Within the Department of Defense,2020-12-10,12/15/2020,Donald Trump
13964,https://www.govinfo.gov/content/pkg/FR-2020-12-15/pdf/2020-27740.pdf,85 FR 81333,81333,81335,Rebranding United States Foreign Assistance To Advance American Influence,2020-12-10,12/15/2020,Donald Trump
13962,https://www.govinfo.gov/content/pkg/FR-2020-12-11/pdf/2020-27455.pdf,85 FR 79777,79777,79778,Ensuring Access to United States Government COVID-19 Vaccines,2020-12-08,12/11/2020,Donald Trump
13961,https://www.govinfo.gov/content/pkg/FR-2020-12-10/pdf/2020-27353.pdf,85 FR 79379,79379,79381,Governance and Integration of Federal Mission Resilience,2020-12-07,12/10/2020,Donald Trump
13960,https://www.govinfo.gov/content/pkg/FR-2020-12-08/pdf/2020-27065.pdf,85 FR 78939,78939,78943,Promoting the Use of Trustworthy Artificial Intelligence in the Federal Government,2020-12-03,12/08/2020,Donald Trump
13959,https://www.govinfo.gov/content/pkg/FR-2020-11-17/pdf/2020-25459.pdf,85 FR 73185,73185,73189,Addressing the Threat From Securities Investments That Finance Communist Chinese Military Companies,2020-11-12,11/17/2020,Donald Trump
13958,https://www.govinfo.gov/content/pkg/FR-2020-11-05/pdf/2020-24793.pdf,85 FR 70951,70951,70954,Establishing the President's Advisory 1776 Commission,2020-11-02,11/05/2020,Donald Trump
13957,https://www.govinfo.gov/content/pkg/FR-2020-10-26/pdf/2020-23780.pdf,85 FR 67631,67631,67635,Creating Schedule F in the Excepted Service,2020-10-21,10/26/2020,Donald Trump
13955,https://www.govinfo.gov/content/pkg/FR-2020-10-16/pdf/2020-23115.pdf,85 FR 65643,65643,65645,Establishing the One Trillion Trees Interagency Council,2020-10-13,10/16/2020,Donald Trump
13956,https://www.govinfo.gov/content/pkg/FR-2020-10-16/pdf/2020-23116.pdf,85 FR 65647,65647,65650,Modernizing America's Water Resource Management and Water Infrastructure,2020-10-13,10/16/2020,Donald Trump
13954,https://www.govinfo.gov/content/pkg/FR-2020-10-08/pdf/2020-22510.pdf,85 FR 63977,63977,63979,Saving Lives Through Increased Support for Mental- and Behavioral-Health Needs,2020-10-03,10/08/2020,Donald Trump
13953,https://www.govinfo.gov/content/pkg/FR-2020-10-05/pdf/2020-22064.pdf,85 FR 62539,62539,62544,Addressing the Threat to the Domestic Supply Chain From Reliance on Critical Minerals From Foreign Adversaries and Supporting the Domestic Mining and Processing Industries,2020-09-30,10/05/2020,Donald Trump
13952,https://www.govinfo.gov/content/pkg/FR-2020-10-02/pdf/2020-21960.pdf,85 FR 62187,62187,62189,Protecting Vulnerable Newborn and Infant Children,2020-09-25,10/02/2020,Donald Trump
13951,https://www.govinfo.gov/content/pkg/FR-2020-10-01/pdf/2020-21914.pdf,85 FR 62179,62179,62186,An America-First Healthcare Plan,2020-09-24,10/01/2020,Donald Trump
13950,https://www.govinfo.gov/content/pkg/FR-2020-09-28/pdf/2020-21534.pdf,85 FR 60683,60683,60689,Combating Race and Sex Stereotyping,2020-09-22,09/28/2020,Donald Trump
13948,https://www.govinfo.gov/content/pkg/FR-2020-09-23/pdf/2020-21129.pdf,85 FR 59649,59649,59650,Lowering Drug Prices by Putting America First,2020-09-13,09/23/2020,Donald Trump
13949,https://www.govinfo.gov/content/pkg/FR-2020-09-23/pdf/2020-21160.pdf,85 FR 60043,60043,60046,Blocking Property of Certain Persons With Respect to the Conventional Arms Activities of Iran,2020-09-21,09/23/2020,Donald Trump
13947,https://www.govinfo.gov/content/pkg/FR-2020-09-18/pdf/2020-20887.pdf,85 FR 59171,59171,59172,Lowering Drug Prices by Putting America First,2020-07-24,09/18/2020,Donald Trump
13946,https://www.govinfo.gov/content/pkg/FR-2020-08-27/pdf/2020-19032.pdf,85 FR 52879,52879,52880,Targeting Opportunity Zones and Other Distressed Communities for Federal Site Locations,2020-08-24,08/27/2020,Donald Trump
13944,https://www.govinfo.gov/content/pkg/FR-2020-08-14/pdf/2020-18012.pdf,85 FR 49929,49929,49934,"Combating Public Health Emergencies and Strengthening National Security by Ensuring Essential Medicines, Medical Countermeasures, and Critical Inputs Are Made in the United States",2020-08-06,08/14/2020,Donald Trump
13945,https://www.govinfo.gov/content/pkg/FR-2020-08-14/pdf/2020-18015.pdf,85 FR 49935,49935,49937,Fighting the Spread of COVID-19 by Providing Assistance to Renters and Homeowners,2020-08-08,08/14/2020,Donald Trump
13942,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17699.pdf,85 FR 48637,48637,48639,"Addressing the Threat Posed by TikTok, and Taking Additional Steps To Address the National Emergency With Respect to the Information and Communications Technology and Services Supply Chain",2020-08-06,08/11/2020,Donald Trump
13943,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17700.pdf,85 FR 48641,48641,48643,"Addressing the Threat Posed by WeChat, and Taking Additional Steps To Address the National Emergency With Respect to the Information and Communications Technology and Services Supply Chain",2020-08-06,08/11/2020,Donald Trump
13940,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17363.pdf,85 FR 47879,47879,47880,Aligning Federal Contracting and Hiring Practices With the Interests of American Workers,2020-08-03,08/06/2020,Donald Trump
13941,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17364.pdf,85 FR 47881,47881,47883,Improving Rural Health and Telehealth Access,2020-08-03,08/06/2020,Donald Trump
13937,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16623.pdf,85 FR 45755,45755,45756,Access to Affordable Life-Saving Medications,2020-07-24,07/29/2020,Donald Trump
13938,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16624.pdf,85 FR 45757,45757,45758,Increasing Drug Importation To Lower Prices for American Patients,2020-07-24,07/29/2020,Donald Trump
13939,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16625.pdf,85 FR 45759,45759,45760,Lowering Prices for Patients by Eliminating Kickbacks to Middlemen,2020-07-24,07/29/2020,Donald Trump
13936,https://www.govinfo.gov/content/pkg/FR-2020-07-17/pdf/2020-15646.pdf,85 FR 43413,43413,43417,The President's Executive Order on Hong Kong Normalization,2020-07-14,07/17/2020,Donald Trump
13935,https://www.govinfo.gov/content/pkg/FR-2020-07-14/pdf/2020-15338.pdf,85 FR 42683,42683,42686,White House Hispanic Prosperity Initiative,2020-07-09,07/14/2020,Donald Trump
13934,https://www.govinfo.gov/content/pkg/FR-2020-07-08/pdf/2020-14872.pdf,85 FR 41165,41165,41168,Building and Rebuilding Monuments to American Heroes,2020-07-03,07/08/2020,Donald Trump
13933,https://www.govinfo.gov/content/pkg/FR-2020-07-02/pdf/2020-14509.pdf,85 FR 40081,40081,40084,"Protecting American Monuments, Memorials, and Statues and Combating Recent Criminal Violence",2020-06-26,07/02/2020,Donald Trump
13931,https://www.govinfo.gov/content/pkg/FR-2020-07-01/pdf/2020-14328.pdf,85 FR 39455,39455,39455,Continuing the President's National Council for the American Worker and the American Workforce Policy Advisory Board,2020-06-26,07/01/2020,Donald Trump
13932,https://www.govinfo.gov/content/pkg/FR-2020-07-01/pdf/2020-14337.pdf,85 FR 39457,39457,39459,Modernizing and Reforming the Assessment and Hiring of Federal Job Candidates,2020-06-26,07/01/2020,Donald Trump
13930,https://www.govinfo.gov/content/pkg/FR-2020-06-29/pdf/2020-14077.pdf,85 FR 38741,38741,38745,Strengthening the Child Welfare System for America's Children,2020-06-24,06/29/2020,Donald Trump
13929,https://www.govinfo.gov/content/pkg/FR-2020-06-19/pdf/2020-13449.pdf,85 FR 37325,37325,37328,Safe Policing for Safe Communities,2020-06-16,06/19/2020,Donald Trump
13928,https://www.govinfo.gov/content/pkg/FR-2020-06-15/pdf/2020-12953.pdf,85 FR 36139,36139,36142,Blocking Property of Certain Persons Associated With the International Criminal Court,2020-06-11,06/15/2020,Donald Trump
13927,https://www.govinfo.gov/content/pkg/FR-2020-06-09/pdf/2020-12584.pdf,85 FR 35165,35165,35170,Accelerating the Nation's Economic Recovery From the COVID-19 Emergency by Expediting Infrastructure Investments and Other Activities,2020-06-04,06/09/2020,Donald Trump
13926,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12430.pdf,85 FR 34951,34951,34953,Advancing International Religious Freedom,2020-06-02,06/05/2020,Donald Trump
13925,https://www.govinfo.gov/content/pkg/FR-2020-06-02/pdf/2020-12030.pdf,85 FR 34079,34079,34083,Preventing Online Censorship,2020-05-28,06/02/2020,Donald Trump
13924,https://www.govinfo.gov/content/pkg/FR-2020-05-22/pdf/2020-11301.pdf,85 FR 31353,31353,31356,Regulatory Relief To Support Economic Recovery,2020-05-19,05/22/2020,Donald Trump
13923,https://www.govinfo.gov/content/pkg/FR-2020-05-20/pdf/2020-10993.pdf,85 FR 30587,30587,30588,Establishment of the Forced Labor Enforcement Task Force Under Section 741 of the United States- Mexico-Canada Agreement Implementation Act,2020-05-15,05/20/2020,Donald Trump
13922,https://www.govinfo.gov/content/pkg/FR-2020-05-19/pdf/2020-10953.pdf,85 FR 30583,30583,30584,Delegating Authority Under the Defense Production Act to the Chief Executive Officer of the United States International Development Finance Corporation To Respond to the COVID-19 Outbreak,2020-05-14,05/19/2020,Donald Trump
13921,https://www.govinfo.gov/content/pkg/FR-2020-05-12/pdf/2020-10315.pdf,85 FR 28471,28471,28477,Promoting American Seafood Competitiveness and Economic Growth,2020-05-07,05/12/2020,Donald Trump
13919,https://www.govinfo.gov/content/pkg/FR-2020-05-04/pdf/2020-09645.pdf,85 FR 26591,26591,26592,Ordering the Selected Reserve of the Armed Forces to Active Duty,2020-04-30,05/04/2020,Donald Trump
13920,https://www.govinfo.gov/content/pkg/FR-2020-05-04/pdf/2020-09695.pdf,85 FR 26595,26595,26599,Securing the United States Bulk-Power System,2020-05-01,05/04/2020,Donald Trump
13917,https://www.govinfo.gov/content/pkg/FR-2020-05-01/pdf/2020-09536.pdf,85 FR 26313,26313,26314,Delegating Authority Under the Defense Production Act With Respect to Food Supply Chain Resources During the National Emergency Caused by the Outbreak of COVID- 19,2020-04-28,05/01/2020,Donald Trump
13918,https://www.govinfo.gov/content/pkg/FR-2020-05-01/pdf/2020-09537.pdf,85 FR 26315,26315,26316,Establishment of the Interagency Labor Committee for Monitoring and Enforcement Under Section 711 of the United States-Mexico-Canada Agreement Implementation Act,2020-04-28,05/01/2020,Donald Trump
13916,https://www.govinfo.gov/content/pkg/FR-2020-04-23/pdf/2020-08846.pdf,85 FR 22951,22951,22952,National Emergency Authority To Temporarily Extend Deadlines for Certain Estimated Payments,2020-04-18,04/23/2020,Donald Trump
13915,https://www.govinfo.gov/content/pkg/FR-2020-04-17/pdf/2020-08392.pdf,85 FR 21733,21733,21734,Providing an Order of Succession Within the Department of the Interior,2020-04-14,04/17/2020,Donald Trump
13914,https://www.govinfo.gov/content/pkg/FR-2020-04-10/pdf/2020-07800.pdf,85 FR 20381,20381,20382,Encouraging International Support for the Recovery and Use of Space Resources,2020-04-06,04/10/2020,Donald Trump
